@relation bank-data-weka.filters.unsupervised.attribute.Remove-R1

@attribute age numeric
@attribute sex {MALE,FEMALE}
@attribute region {INNER_CITY,TOWN,RURAL,SUBURBAN}
@attribute income numeric
@attribute married {YES,NO}
@attribute children numeric
@attribute car {YES,NO}
@attribute save_act {NO,YES}
@attribute current_act {NO,YES}
@attribute mortgage {NO,YES}
@attribute pep {YES,NO}

@data
40,FEMALE,?,34836.8,?,1,YES,?,YES,NO,YES
36,FEMALE,TOWN,26920.8,?,0,NO,NO,YES,NO,NO
?,FEMALE,?,38248.3,NO,?,YES,NO,YES,YES,NO
49,?,INNER_CITY,15689.1,NO,0,NO,NO,YES,NO,NO
61,MALE,INNER_CITY,30157.7,NO,1,YES,NO,NO,NO,YES
29,MALE,INNER_CITY,14642.2,NO,?,?,?,YES,NO,YES
48,FEMALE,INNER_CITY,15933.3,?,0,NO,YES,NO,NO,NO
56,FEMALE,?,44288.3,?,?,NO,YES,?,NO,NO
?,MALE,TOWN,22197.1,?,?,YES,?,YES,?,YES
58,FEMALE,TOWN,38248.3,YES,3,?,YES,?,NO,NO
?,FEMALE,?,22053.2,YES,2,YES,YES,NO,?,NO
?,FEMALE,SUBURBAN,25468.5,?,0,YES,NO,NO,YES,YES
67,FEMALE,TOWN,23485.9,YES,?,YES,NO,NO,YES,NO
40,MALE,RURAL,25768.6,YES,0,YES,YES,NO,NO,NO
48,MALE,INNER_CITY,?,YES,2,NO,YES,YES,NO,YES
64,FEMALE,INNER_CITY,57444.5,NO,?,NO,?,YES,NO,YES
43,MALE,TOWN,38059.8,YES,0,?,YES,NO,YES,NO
?,FEMALE,RURAL,19481.3,NO,0,NO,NO,YES,YES,YES
26,MALE,RURAL,19563.8,NO,3,YES,NO,NO,YES,NO
48,?,INNER_CITY,38598.4,YES,0,YES,NO,YES,NO,NO
35,MALE,?,20754.3,NO,0,NO,NO,NO,YES,YES
24,FEMALE,?,13864.6,YES,?,NO,?,YES,NO,YES
47,MALE,SUBURBAN,36599,YES,3,?,YES,YES,NO,YES
52,MALE,SUBURBAN,45856.1,NO,1,?,?,YES,NO,YES
31,MALE,SUBURBAN,22362.3,NO,0,NO,YES,YES,?,YES
41,?,SUBURBAN,21984,YES,1,YES,?,NO,?,YES
23,MALE,SUBURBAN,11073,YES,2,NO,YES,NO,NO,NO
27,FEMALE,INNER_CITY,18158.5,NO,1,?,?,?,?,YES
22,MALE,INNER_CITY,7304.2,NO,?,YES,YES,?,YES,NO
67,FEMALE,INNER_CITY,58092,?,?,?,YES,YES,NO,YES
26,?,INNER_CITY,16518.6,YES,0,YES,NO,YES,NO,YES
58,FEMALE,?,46461.5,YES,0,NO,YES,YES,NO,NO
27,MALE,?,20058.7,YES,0,NO,?,YES,YES,NO
36,MALE,INNER_CITY,?,NO,?,?,YES,NO,YES,NO
31,MALE,RURAL,22848.5,YES,1,YES,NO,NO,NO,YES
28,?,TOWN,25699.4,?,?,YES,YES,?,NO,YES
57,MALE,TOWN,?,?,?,?,YES,?,YES,NO
64,?,?,?,YES,?,?,YES,YES,?,NO
49,MALE,INNER_CITY,?,NO,1,NO,YES,NO,?,YES
?,MALE,INNER_CITY,11411,?,1,YES,NO,?,NO,NO
?,FEMALE,INNER_CITY,43940.6,?,0,YES,YES,?,?,NO
20,MALE,TOWN,?,?,1,YES,?,?,NO,YES
44,FEMALE,RURAL,?,YES,?,NO,YES,YES,NO,NO
65,?,TOWN,29866.3,YES,3,NO,YES,NO,NO,NO
53,FEMALE,?,32184.4,YES,2,?,NO,NO,?,YES
34,FEMALE,INNER_CITY,17308.7,YES,1,?,?,?,?,YES
?,MALE,RURAL,?,NO,2,?,YES,?,YES,NO
48,MALE,TOWN,28920.6,?,0,NO,YES,NO,?,NO
64,FEMALE,TOWN,58367.3,YES,1,YES,YES,?,?,YES
?,MALE,?,16849.3,NO,0,YES,YES,?,YES,NO
42,FEMALE,RURAL,28138.5,YES,0,NO,NO,?,?,YES
47,MALE,INNER_CITY,23038.2,?,0,YES,?,NO,?,NO
23,MALE,TOWN,?,?,2,YES,YES,YES,YES,NO
35,MALE,INNER_CITY,?,YES,0,YES,NO,NO,YES,YES
64,FEMALE,INNER_CITY,31415.7,NO,?,YES,YES,NO,YES,YES
18,FEMALE,SUBURBAN,?,YES,1,NO,NO,?,?,NO
19,?,?,15417.1,?,?,YES,NO,?,NO,NO
40,MALE,INNER_CITY,?,YES,1,NO,YES,NO,YES,YES
47,MALE,?,?,YES,?,YES,YES,YES,NO,NO
43,FEMALE,RURAL,36281,YES,0,?,YES,YES,NO,NO
38,MALE,TOWN,?,NO,0,YES,NO,?,?,YES
21,FEMALE,?,15797.1,?,0,NO,?,?,NO,YES
40,?,RURAL,31864.8,YES,?,?,YES,YES,NO,NO
52,FEMALE,TOWN,?,YES,0,NO,YES,?,NO,NO
35,FEMALE,TOWN,30799.5,YES,2,NO,NO,YES,NO,YES
53,MALE,RURAL,48971.6,?,?,YES,YES,?,NO,YES
38,FEMALE,?,34061.4,NO,?,?,?,YES,NO,YES
42,MALE,INNER_CITY,?,YES,3,YES,NO,NO,?,NO
43,MALE,TOWN,38540,NO,0,YES,YES,NO,YES,NO
59,FEMALE,INNER_CITY,27045.1,NO,0,?,NO,?,NO,YES
59,FEMALE,RURAL,51284.3,NO,0,YES,YES,YES,YES,NO
24,MALE,INNER_CITY,16352.2,NO,0,NO,YES,YES,YES,NO
27,?,?,11866.4,?,0,YES,?,YES,NO,NO
32,FEMALE,?,?,YES,0,YES,YES,?,YES,NO
?,FEMALE,INNER_CITY,61554.6,YES,?,NO,YES,?,NO,NO
18,MALE,SUBURBAN,?,NO,1,NO,?,YES,?,NO
66,?,TOWN,46963.9,YES,?,?,YES,YES,NO,YES
41,MALE,INNER_CITY,23475.6,YES,?,YES,NO,?,YES,YES
64,FEMALE,?,24554.1,?,0,YES,YES,NO,YES,NO
23,?,INNER_CITY,18050,YES,0,YES,NO,YES,YES,YES
29,FEMALE,?,15237.6,YES,2,YES,NO,YES,NO,NO
28,MALE,TOWN,20555,NO,?,YES,YES,YES,NO,YES
57,FEMALE,TOWN,28421.7,YES,2,YES,?,YES,YES,NO
38,MALE,INNER_CITY,21876.5,YES,0,NO,NO,YES,NO,NO
34,FEMALE,?,12810.2,NO,3,NO,YES,YES,NO,YES
43,MALE,SUBURBAN,15109.4,?,?,NO,NO,YES,?,YES
63,MALE,TOWN,37414.7,?,3,YES,YES,YES,NO,NO
62,?,INNER_CITY,?,YES,0,NO,?,YES,?,NO
51,FEMALE,INNER_CITY,25372.8,YES,0,YES,YES,YES,?,NO
61,MALE,INNER_CITY,21139.8,?,2,YES,?,NO,?,NO
41,FEMALE,TOWN,?,NO,0,NO,YES,YES,NO,YES
31,FEMALE,TOWN,22678.1,?,1,YES,YES,YES,YES,YES
33,FEMALE,TOWN,12178.5,YES,?,?,YES,YES,YES,NO
43,MALE,RURAL,26106.7,?,1,NO,NO,YES,?,YES
40,?,INNER_CITY,27417.6,YES,0,?,YES,?,YES,NO
47,MALE,TOWN,?,YES,?,NO,YES,YES,?,NO
?,MALE,?,43395.5,?,1,YES,YES,YES,NO,YES
30,?,RURAL,11536.2,YES,2,NO,NO,YES,YES,NO
47,MALE,INNER_CITY,44658.6,NO,2,YES,YES,?,NO,YES
44,MALE,RURAL,?,?,0,?,YES,YES,YES,NO
23,?,?,16403.8,YES,0,YES,YES,?,NO,NO
28,FEMALE,INNER_CITY,21184.7,YES,1,YES,?,YES,NO,YES
64,FEMALE,INNER_CITY,49917.3,YES,0,YES,YES,YES,YES,NO
35,FEMALE,TOWN,?,YES,?,?,YES,NO,?,NO
19,MALE,?,16625.9,YES,1,NO,NO,YES,?,YES
27,FEMALE,TOWN,14014.5,YES,3,NO,YES,NO,NO,NO
27,MALE,?,?,YES,2,NO,?,NO,NO,YES
58,FEMALE,INNER_CITY,31671.3,YES,1,YES,YES,NO,YES,YES
?,FEMALE,TOWN,17149.2,NO,1,YES,YES,YES,?,YES
61,?,TOWN,27756.3,YES,0,?,YES,NO,YES,YES
59,?,INNER_CITY,?,NO,?,NO,YES,YES,NO,YES
47,FEMALE,RURAL,43743.2,YES,?,?,?,?,NO,NO
?,MALE,INNER_CITY,38459.9,YES,0,NO,NO,NO,YES,YES
50,MALE,TOWN,40972.9,?,?,YES,YES,YES,?,YES
?,MALE,INNER_CITY,46587.9,NO,0,NO,YES,YES,?,YES
?,FEMALE,TOWN,43799.6,?,0,NO,YES,YES,YES,NO
46,FEMALE,?,?,YES,?,YES,NO,YES,NO,YES
39,FEMALE,INNER_CITY,27765.8,YES,?,?,YES,?,NO,NO
58,?,INNER_CITY,33007.3,NO,1,YES,NO,YES,NO,YES
32,FEMALE,?,?,YES,0,YES,NO,NO,NO,NO
22,FEMALE,INNER_CITY,?,?,0,YES,YES,?,YES,NO
?,FEMALE,INNER_CITY,59805.6,?,1,?,YES,YES,?,YES
?,FEMALE,?,28658.3,YES,?,YES,YES,YES,NO,NO
59,FEMALE,INNER_CITY,?,YES,0,NO,NO,NO,YES,YES
?,?,?,11595.4,NO,0,YES,YES,?,?,YES
60,MALE,SUBURBAN,50409.9,NO,2,NO,YES,YES,YES,YES
23,FEMALE,?,?,YES,?,YES,?,YES,NO,YES
29,FEMALE,TOWN,13327.8,YES,0,?,YES,?,?,NO
44,MALE,?,?,YES,3,NO,YES,YES,?,NO
63,FEMALE,TOWN,43943,YES,?,YES,?,YES,YES,NO
25,FEMALE,RURAL,14505.3,NO,3,NO,YES,?,NO,NO
37,MALE,INNER_CITY,33886.4,?,0,YES,?,?,NO,YES
48,FEMALE,INNER_CITY,16662.5,YES,1,NO,YES,YES,NO,YES
35,FEMALE,TOWN,20262.6,?,0,NO,YES,?,NO,YES
51,MALE,TOWN,33615.4,YES,1,NO,YES,NO,YES,YES
27,FEMALE,?,22007.1,NO,3,?,NO,YES,?,NO
56,?,INNER_CITY,28981.1,YES,3,YES,YES,?,YES,NO
38,?,INNER_CITY,12163.9,YES,2,YES,NO,YES,?,YES
36,?,TOWN,?,YES,2,YES,?,YES,NO,NO
?,?,SUBURBAN,12683.6,NO,3,?,YES,YES,YES,NO
34,FEMALE,TOWN,16291,YES,0,YES,?,NO,YES,NO
?,?,SUBURBAN,?,YES,0,YES,YES,YES,YES,YES
43,FEMALE,INNER_CITY,19326.9,YES,1,NO,NO,YES,NO,YES
32,MALE,INNER_CITY,14511.8,?,?,NO,YES,NO,YES,NO
21,FEMALE,TOWN,10672,NO,?,NO,?,YES,YES,NO
30,FEMALE,INNER_CITY,25830.5,YES,2,?,NO,YES,NO,NO
55,MALE,RURAL,?,YES,1,?,YES,?,NO,NO
?,MALE,?,59175.1,YES,1,NO,YES,YES,NO,YES
36,FEMALE,?,27642.9,NO,1,YES,NO,?,NO,YES
59,MALE,?,30067.5,NO,1,NO,YES,YES,NO,YES
60,?,INNER_CITY,29714.4,YES,0,YES,NO,YES,YES,YES
?,?,TOWN,?,?,1,YES,YES,YES,YES,NO
29,MALE,INNER_CITY,10072.6,YES,0,NO,NO,YES,?,NO
?,FEMALE,INNER_CITY,?,NO,1,NO,YES,YES,NO,YES
61,?,RURAL,57176.4,NO,2,NO,?,YES,NO,YES
?,FEMALE,INNER_CITY,38784,YES,0,NO,YES,YES,NO,NO
?,MALE,INNER_CITY,10191.8,?,0,NO,YES,YES,YES,YES
48,FEMALE,INNER_CITY,21821.4,YES,1,YES,YES,NO,YES,YES
39,MALE,RURAL,37389,YES,2,NO,YES,YES,?,YES
32,MALE,INNER_CITY,14627.9,YES,2,YES,YES,?,?,NO
63,MALE,?,48770.5,YES,1,YES,YES,NO,?,YES
46,MALE,RURAL,21096.2,?,1,YES,YES,?,NO,YES
?,MALE,INNER_CITY,36256.9,NO,0,?,NO,?,YES,YES
27,FEMALE,INNER_CITY,15281.8,NO,0,YES,?,NO,YES,YES
22,MALE,SUBURBAN,9316.98,YES,2,YES,YES,YES,?,NO
42,MALE,RURAL,20736.2,YES,1,?,YES,YES,NO,YES
58,FEMALE,TOWN,52662.5,YES,1,YES,YES,YES,YES,YES
23,FEMALE,INNER_CITY,8020.19,YES,1,YES,NO,YES,NO,NO
58,MALE,SUBURBAN,32245.4,YES,3,NO,NO,NO,?,NO
45,MALE,INNER_CITY,41107.2,YES,?,YES,YES,YES,NO,NO
49,FEMALE,SUBURBAN,39358.3,YES,0,YES,?,NO,YES,NO
?,FEMALE,INNER_CITY,36095.9,YES,3,YES,YES,YES,NO,NO
20,FEMALE,TOWN,7723.93,YES,2,?,?,YES,NO,NO
43,?,?,18565.8,YES,1,YES,YES,YES,YES,YES
41,MALE,?,25132.9,YES,0,NO,?,YES,NO,NO
38,FEMALE,SUBURBAN,31290.6,YES,?,NO,YES,YES,NO,NO
?,FEMALE,?,24858.4,YES,0,NO,NO,YES,?,YES
40,?,?,16398.8,NO,1,NO,YES,YES,NO,YES
?,FEMALE,SUBURBAN,23287.9,NO,0,NO,NO,YES,YES,YES
57,FEMALE,RURAL,50897.6,YES,0,NO,?,YES,NO,NO
?,FEMALE,INNER_CITY,?,NO,1,NO,NO,YES,YES,YES
44,MALE,SUBURBAN,23092.1,YES,0,YES,NO,?,YES,YES
30,MALE,TOWN,24867.6,?,0,YES,YES,NO,NO,NO
?,?,TOWN,22234.7,YES,0,NO,NO,YES,YES,NO
19,FEMALE,INNER_CITY,?,YES,2,YES,YES,?,NO,NO
37,FEMALE,TOWN,29574,YES,0,YES,YES,YES,NO,NO
49,MALE,INNER_CITY,17944.2,NO,1,YES,?,?,YES,YES
49,?,RURAL,33665.5,NO,3,YES,NO,YES,NO,NO
40,?,INNER_CITY,36166.2,YES,0,?,NO,NO,?,NO
33,FEMALE,?,?,NO,?,NO,YES,YES,?,YES
39,MALE,?,22400.7,YES,?,YES,YES,YES,NO,NO
43,FEMALE,INNER_CITY,28469.9,?,0,YES,?,?,NO,NO
37,MALE,TOWN,?,YES,0,NO,?,YES,YES,NO
24,?,TOWN,19160.3,?,1,YES,YES,YES,?,YES
62,MALE,TOWN,45342.5,YES,0,YES,YES,NO,?,YES
18,MALE,?,6294.21,NO,0,NO,YES,YES,YES,NO
47,?,TOWN,?,?,0,YES,NO,NO,NO,NO
63,MALE,SUBURBAN,51879.3,YES,2,YES,YES,NO,YES,YES
?,MALE,TOWN,12644.9,?,2,YES,NO,YES,YES,NO
46,FEMALE,TOWN,21984.4,NO,3,NO,YES,NO,NO,NO
?,FEMALE,RURAL,?,NO,2,YES,YES,YES,NO,NO
33,?,TOWN,23528.4,?,1,?,YES,YES,YES,YES
?,MALE,TOWN,9516.91,NO,3,YES,YES,YES,NO,NO
20,?,INNER_CITY,18364.9,YES,1,NO,?,YES,NO,YES
43,FEMALE,TOWN,31273.8,NO,1,YES,YES,NO,NO,YES
58,MALE,RURAL,?,?,0,NO,YES,YES,NO,NO
?,MALE,?,12623.4,?,1,YES,YES,YES,NO,NO
25,?,INNER_CITY,23818.6,YES,?,NO,NO,NO,NO,NO
40,FEMALE,INNER_CITY,31473.9,?,2,NO,YES,?,YES,YES
48,MALE,TOWN,20268,YES,?,NO,?,YES,?,NO
65,?,SUBURBAN,51417,YES,?,NO,?,?,NO,YES
59,FEMALE,?,30971.8,YES,?,YES,?,YES,YES,NO
61,FEMALE,INNER_CITY,47025,?,2,YES,?,?,YES,NO
30,FEMALE,INNER_CITY,9672.25,YES,0,YES,YES,YES,?,NO
?,FEMALE,TOWN,15976.3,YES,0,YES,?,NO,NO,YES
29,MALE,INNER_CITY,14711.8,YES,0,?,YES,NO,YES,NO
?,?,?,26671.6,NO,0,YES,NO,YES,YES,YES
